"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2093","User should get a specific room by ID","chrome","Wed Jun 11 17:28:29 UTC 2025","passed","Wed Jun 11 17:28:31 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
"","4645","User should get all rooms","chrome","Wed Jun 11 17:28:25 UTC 2025","passed","Wed Jun 11 17:28:29 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
