"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2540","User should get a specific room by ID","chromium","Wed May 28 21:51:20 UTC 2025","passed","Wed May 28 21:51:22 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
"","6255","User should get all rooms","chromium","Wed May 28 21:51:14 UTC 2025","passed","Wed May 28 21:51:20 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
