"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","315","User should not get a non-existent room by ID","API Tests","Tue May 20 05:49:07 UTC 2025","passed","Tue May 20 05:49:07 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
