"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2067","User should get a specific room by ID","API Tests","Mon Apr 28 06:52:58 UTC 2025","passed","Mon Apr 28 06:53:00 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
"","5240","User should be able to book a room","UI Tests","Mon Apr 28 06:53:01 UTC 2025","passed","Mon Apr 28 06:53:06 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","1250","User should be able to submit contact form","UI Tests","Mon Apr 28 06:53:06 UTC 2025","passed","Mon Apr 28 06:53:07 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","4806","User should get all rooms","API Tests","Mon Apr 28 06:52:53 UTC 2025","passed","Mon Apr 28 06:52:58 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
