"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4060","User should be able to book a room","chromium","Wed May 28 21:32:27 UTC 2025","passed","Wed May 28 21:32:31 UTC 2025","@neevadmin-compass-integration @UI Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
