"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5265","User should be able to book a room","UI Tests","Wed Apr 30 15:07:39 UTC 2025","passed","Wed Apr 30 15:07:44 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","2207","User should get a specific room by ID","API Tests","Wed Apr 30 15:07:36 UTC 2025","passed","Wed Apr 30 15:07:38 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
"","1303","User should be able to submit contact form","UI Tests","Wed Apr 30 15:07:44 UTC 2025","passed","Wed Apr 30 15:07:46 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","4912","User should get all rooms","API Tests","Wed Apr 30 15:07:31 UTC 2025","passed","Wed Apr 30 15:07:36 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
