"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6549","User should be able to book a room","UI Tests","Tue Apr 29 12:24:30 UTC 2025","passed","Tue Apr 29 12:24:37 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","6238","User should get all rooms","API Tests","Tue Apr 29 12:24:23 UTC 2025","passed","Tue Apr 29 12:24:29 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
