"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4674","User should get all rooms","chrome","Wed Jun 25 14:25:57 UTC 2025","passed","Wed Jun 25 14:26:02 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
"","1884","User should get a specific room by ID","chrome","Wed Jun 25 14:26:02 UTC 2025","passed","Wed Jun 25 14:26:04 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
