"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2439","User should get a specific room by ID","chrome","Wed Jun 25 13:47:17 UTC 2025","passed","Wed Jun 25 13:47:19 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
"","6226","User should get all rooms","chrome","Wed Jun 25 13:47:11 UTC 2025","passed","Wed Jun 25 13:47:17 UTC 2025","Room Tests","api/hotel-room.api.spec.ts","",""
