"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4478","User should be able to book a room","UI Tests","Thu May 15 04:07:13 UTC 2025","passed","Thu May 15 04:07:17 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","4128","User should get all rooms","API Tests","Thu May 15 04:07:08 UTC 2025","passed","Thu May 15 04:07:12 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
