"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1955","Admin should handle login","chromium","Wed May 28 21:28:32 UTC 2025","passed","Wed May 28 21:28:34 UTC 2025","@neevadmin-compass-integration @UI Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","5301","User should be able to book a room","chromium","Wed May 28 21:28:24 UTC 2025","passed","Wed May 28 21:28:29 UTC 2025","@neevadmin-compass-integration @UI Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","2616","User should be able to submit contact form","chromium","Wed May 28 21:28:29 UTC 2025","passed","Wed May 28 21:28:32 UTC 2025","@neevadmin-compass-integration @UI Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
