"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6501","User should get all rooms","API Tests","Sat Apr 26 00:44:55 UTC 2025","passed","Sat Apr 26 00:45:02 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
"","2500","User should get a specific room by ID","API Tests","Sat Apr 26 00:45:02 UTC 2025","passed","Sat Apr 26 00:45:04 UTC 2025","Room API Tests","api/hotel-room.api.spec.ts","",""
"","3237","User should be able to submit contact form","UI Tests","Sat Apr 26 00:45:12 UTC 2025","passed","Sat Apr 26 00:45:15 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
"","6464","User should be able to book a room","UI Tests","Sat Apr 26 00:45:05 UTC 2025","passed","Sat Apr 26 00:45:12 UTC 2025","Hotel Booking Website Tests","ui/hotel-room.ui.spec.ts","",""
